iso_time,unix_time,temp_C
2026-01-16T13:01:57.360,1768536117,74.9
2026-01-16T13:01:57.860,1768536117,74.35
2026-01-16T13:01:58.361,1768536118,75.45
2026-01-16T13:01:58.861,1768536118,74.35
2026-01-16T13:01:59.361,1768536119,76
2026-01-16T13:01:59.861,1768536119,74.35
2026-01-16T13:02:00.361,1768536120,75.45
2026-01-16T13:02:00.861,1768536120,75.45
2026-01-16T13:02:01.361,1768536121,75.45
2026-01-16T13:02:01.861,1768536121,75.45
2026-01-16T13:02:02.362,1768536122,74.9
2026-01-16T13:02:02.862,1768536122,76
2026-01-16T13:02:03.362,1768536123,75.45
2026-01-16T13:02:03.862,1768536123,76
2026-01-16T13:02:04.362,1768536124,74.35
2026-01-16T13:02:04.864,1768536124,76
2026-01-16T13:02:05.364,1768536125,76
2026-01-16T13:02:05.864,1768536125,74.9
2026-01-16T13:02:06.364,1768536126,75.45
2026-01-16T13:02:06.864,1768536126,74.9
2026-01-16T13:02:07.365,1768536127,76
2026-01-16T13:02:07.865,1768536127,74.9
2026-01-16T13:02:08.365,1768536128,75.45
2026-01-16T13:02:08.865,1768536128,76
2026-01-16T13:02:09.365,1768536129,76
2026-01-16T13:02:09.865,1768536129,76
2026-01-16T13:02:10.365,1768536130,75.45
2026-01-16T13:02:10.866,1768536130,76
2026-01-16T13:02:11.368,1768536131,76
2026-01-16T13:02:11.868,1768536131,76
2026-01-16T13:02:12.368,1768536132,76
2026-01-16T13:02:12.868,1768536132,75.45
2026-01-16T13:02:13.369,1768536133,76
2026-01-16T13:02:13.869,1768536133,76
2026-01-16T13:02:14.369,1768536134,76
2026-01-16T13:02:14.869,1768536134,74.9
2026-01-16T13:02:15.369,1768536135,76
2026-01-16T13:02:15.869,1768536135,76
2026-01-16T13:02:16.369,1768536136,75.45
2026-01-16T13:02:16.869,1768536136,77.1
